bank_name,transaction_date,year,month_num,month_name,debit_transactions,debit_amount,credit_transactions,credit_amount,total_transactions,total_amount,avg_debit_ticket_size,avg_credit_ticket_size,net_amount_flow,mom_amount_growth_pct,yoy_amount_growth_pct,rolling_3m_avg_amount,market_share_pct,overall_bank_rank,debit_credit_txn_ratio,debit_credit_amount_ratio
A P MAHESH URBAN CO-OP BANK,2012-02-01,2012,2,February,144,26.294,85,9.935,229,36.229,0.1825972222222222,0.1168823529411764,-16.359,,,36.23,0.001,100,1.694,2.647
A P MAHESH URBAN CO-OP BANK,2012-03-01,2012,3,March,98,58.422,531,65.358,629,123.78,0.5961428571428571,0.1230847457627118,6.936000000000007,241.66,,80.0,0.0026,100,0.185,0.894
A P MAHESH URBAN CO-OP BANK,2012-04-01,2012,4,April,510,41.856,447,39.463,957,81.319,0.0820705882352941,0.0882841163310962,-2.3930000000000007,-34.3,,80.44,0.0021,100,1.141,1.061
A P MAHESH URBAN CO-OP BANK,2012-05-01,2012,5,May,1927,141.996,738,66.815,2665,208.811,0.0736875973015049,0.0905352303523035,-75.18100000000001,156.78,,137.97,0.0052,100,2.611,2.125
A P MAHESH URBAN CO-OP BANK,2012-06-01,2012,6,June,1961,120.764,828,82.814,2789,203.578,0.0615828658847526,0.1000169082125603,-37.95,-2.51,,164.57,0.0049,100,2.368,1.458
A P MAHESH URBAN CO-OP BANK,2012-07-01,2012,7,July,2078,132.538,1010,93.652,3088,226.19,0.063781520692974,0.0927247524752475,-38.88600000000001,11.11,,212.86,0.0054,100,2.057,1.415
A P MAHESH URBAN CO-OP BANK,2012-08-01,2012,8,August,2059,160.117,1055,80.166,3114,240.283,0.0777644487615347,0.0759867298578199,-79.951,6.23,,223.35,0.0057,100,1.952,1.997
A P MAHESH URBAN CO-OP BANK,2012-09-01,2012,9,September,1976,119.426,1106,82.748,3082,202.174,0.0604382591093117,0.0748173598553345,-36.678,-15.86,,222.88,0.0044,100,1.787,1.443
A P MAHESH URBAN CO-OP BANK,2012-10-01,2012,10,October,2303,175.972,1469,117.149,3772,293.121,0.0764099001302648,0.0797474472430224,-58.82300000000001,44.98,,245.19,0.0058,100,1.568,1.502
A P MAHESH URBAN CO-OP BANK,2012-11-01,2012,11,November,2211,157.4,1538,114.971,3749,272.371,0.0711895070104025,0.0747535760728218,-42.429,-7.08,,255.89,0.0059,100,1.438,1.369
A P MAHESH URBAN CO-OP BANK,2012-12-01,2012,12,December,2419,158.465,1865,127.576,4284,286.041,0.0655084745762712,0.0684053619302949,-30.88900000000001,5.02,,283.84,0.0054,100,1.297,1.242
A P MAHESH URBAN CO-OP BANK,2013-01-01,2013,1,January,2185,130.766,2134,193.005,4319,323.771,0.0598471395881006,0.0904428303655107,62.239,13.19,,294.06,0.0058,100,1.024,0.678
A P MAHESH URBAN CO-OP BANK,2013-02-01,2013,2,February,2133,121.264,2264,154.037,4397,275.301,0.0568513830285982,0.0680375441696113,32.77300000000001,-14.97,659.89,295.04,0.0054,100,0.942,0.787
A P MAHESH URBAN CO-OP BANK,2013-03-01,2013,3,March,2575,161.211,3161,211.101,5736,372.312,0.062606213592233,0.0667829800695982,49.88999999999999,35.24,200.79,323.79,0.0052,100,0.815,0.764
A P MAHESH URBAN CO-OP BANK,2013-04-01,2013,4,April,2477,164.623,2443,167.287,4920,331.91,0.0664606378683891,0.0684760540319279,2.664000000000016,-10.85,308.16,326.51,0.0051,100,1.014,0.984
A P MAHESH URBAN CO-OP BANK,2013-05-01,2013,5,May,2535,157.078,3298,187.881,5833,344.959,0.061963708086785,0.056968162522741,30.803,3.93,65.2,349.73,0.0052,100,0.769,0.836
A P MAHESH URBAN CO-OP BANK,2013-06-01,2013,6,June,2551,163.202,6518,184.927,9069,348.129,0.0639756958055664,0.0283717397974838,21.724999999999994,0.92,71.01,341.67,0.0054,100,0.391,0.883
A P MAHESH URBAN CO-OP BANK,2013-07-01,2013,7,July,2823,186.454,3790,204.834,6613,391.288,0.0660481756996103,0.0540459102902374,18.379999999999995,12.4,72.99,361.46,0.0057,100,0.745,0.91
A P MAHESH URBAN CO-OP BANK,2013-08-01,2013,8,August,2515,268.197,4627,175.01,7142,443.207,0.1066389662027833,0.0378236438296952,-93.187,13.27,84.45,394.21,0.007,100,0.544,1.532
A P MAHESH URBAN CO-OP BANK,2013-09-01,2013,9,September,2686,201.082,4814,280.379,7500,481.461,0.0748629932985852,0.0582424179476526,79.29700000000003,8.63,138.14,438.65,0.007,100,0.558,0.717
A P MAHESH URBAN CO-OP BANK,2013-10-01,2013,10,October,3372,480.742,5914,276.241,9286,756.983,0.1425688018979834,0.0467096719648292,-204.50100000000003,57.23,158.25,560.55,0.0098,100,0.57,1.74
A P MAHESH URBAN CO-OP BANK,2013-11-01,2013,11,November,2686,255.718,5930,229.412,8616,485.13,0.0952040208488458,0.0386866779089376,-26.305999999999983,-35.91,78.11,574.52,0.0073,100,0.453,1.115
A P MAHESH URBAN CO-OP BANK,2013-12-01,2013,12,December,2876,200.387,7344,321.707,10220,522.094,0.0696755910987482,0.0438054193899782,121.32,7.62,82.52,588.07,0.0066,100,0.392,0.623
A P MAHESH URBAN CO-OP BANK,2014-01-01,2014,1,January,3181,218.223,5914,346.548,9095,564.771,0.0686020119459289,0.0585979032803517,128.325,8.17,74.44,524.0,0.0073,100,0.538,0.63
A P MAHESH URBAN CO-OP BANK,2014-02-01,2014,2,February,2804,296.653,5284,261.696,8088,558.349,0.1057963623395149,0.0495261165783497,-34.956999999999994,-1.14,102.81,548.4,0.0076,100,0.531,1.134
A P MAHESH URBAN CO-OP BANK,2014-03-01,2014,3,March,3579,362.185,6896,420.837,10475,783.0219999999999,0.1011972618049734,0.0610262470997679,58.65199999999999,40.24,110.31,635.38,0.0074,100,0.519,0.861
A P MAHESH URBAN CO-OP BANK,2014-04-01,2014,4,April,3356,348.631,6548,346.559,9904,695.19,0.1038828963051251,0.0529259315821624,-2.071999999999946,-11.22,109.45,678.85,0.0082,100,0.513,1.006
A P MAHESH URBAN CO-OP BANK,2014-05-01,2014,5,May,3332,507.718,7009,360.805,10341,868.523,0.1523763505402161,0.05147738621772,-146.913,24.93,151.78,782.24,0.0101,100,0.475,1.407
A P MAHESH URBAN CO-OP BANK,2014-06-01,2014,6,June,3369,528.889,6734,421.952,10103,950.841,0.1569869397447313,0.0626599346599346,-106.937,9.48,173.13,838.18,0.0105,100,0.5,1.253
A P MAHESH URBAN CO-OP BANK,2014-07-01,2014,7,July,3848,646.978,7658,425.734,11506,1072.712,0.1681335758835758,0.0555933664142073,-221.244,12.82,174.15,964.03,0.0117,100,0.502,1.52
A P MAHESH URBAN CO-OP BANK,2014-08-01,2014,8,August,3326,623.178,6941,388.909,10267,1012.087,0.1873656043295249,0.0560306872208615,-234.269,-5.65,128.36,1011.88,0.0112,100,0.479,1.602
A P MAHESH URBAN CO-OP BANK,2014-09-01,2014,9,September,4078,743.071,8242,505.734,12320,1248.805,0.1822145659637077,0.0613605920892987,-237.33700000000005,23.39,159.38,1111.2,0.0116,100,0.495,1.469
A P MAHESH URBAN CO-OP BANK,2014-10-01,2014,10,October,3739,1630.423,7014,371.827,10753,2002.25,0.4360585718106445,0.053012118619903,-1258.596,60.33,164.5,1421.05,0.0209,100,0.533,4.385
A P MAHESH URBAN CO-OP BANK,2014-11-01,2014,11,November,3640,1231.402,6813,359.267,10453,1590.669,0.3382972527472527,0.0527325700865991,-872.135,-20.56,227.89,1613.91,0.0172,100,0.534,3.428
A P MAHESH URBAN CO-OP BANK,2014-12-01,2014,12,December,4160,1602.199,7772,458.539,11932,2060.7380000000003,0.3851439903846154,0.0589988419969119,-1143.66,29.55,294.71,1884.55,0.0185,100,0.535,3.494
A P MAHESH URBAN CO-OP BANK,2015-01-01,2015,1,January,4125,1136.937,7043,466.811,11168,1603.7479999999998,0.2756210909090908,0.0662801363055516,-670.126,-22.18,183.96,1751.72,0.0158,100,0.586,2.436
A P MAHESH URBAN CO-OP BANK,2015-02-01,2015,2,February,4005,1461.636,7083,481.466,11088,1943.102,0.364952808988764,0.067974869405619,-980.17,21.16,248.01,1869.2,0.0193,100,0.565,3.036
A P MAHESH URBAN CO-OP BANK,2015-03-01,2015,3,March,4933,2158.808,8861,737.028,13794,2895.836,0.4376257855260491,0.0831766166346913,-1421.78,49.03,269.83,2147.56,0.0202,100,0.557,2.929
A P MAHESH URBAN CO-OP BANK,2015-04-01,2015,4,April,4245,1873.038,7242,598.015,11487,2471.053,0.4412339222614841,0.0825759458713062,-1275.023,-14.67,255.45,2436.66,0.0204,100,0.586,3.132
A P MAHESH URBAN CO-OP BANK,2015-05-01,2015,5,May,4219,1521.9,6892,612.835,11111,2134.735,0.3607252903531642,0.0889197620429483,-909.065,-13.61,145.79,2500.54,0.0193,100,0.612,2.483
A P MAHESH URBAN CO-OP BANK,2015-06-01,2015,6,June,4586,1839.967,7520,531.406,12106,2371.373,0.4012139119058003,0.0706656914893616,-1308.561,11.09,149.4,2325.72,0.0187,100,0.61,3.462
A P MAHESH URBAN CO-OP BANK,2015-07-01,2015,7,July,4976,1590.508,8137,647.882,13113,2238.39,0.3196358520900321,0.0796217279095489,-942.626,-5.61,108.67,2248.17,0.0178,100,0.612,2.455
A P MAHESH URBAN CO-OP BANK,2015-08-01,2015,8,August,4745,1612.743,8840,553.672,13585,2166.415,0.3398826132771338,0.0626325791855203,-1059.071,-3.22,114.05,2258.73,0.0176,100,0.537,2.913
A P MAHESH URBAN CO-OP BANK,2015-09-01,2015,9,September,4698,1375.171,8158,566.932,12856,1942.103,0.2927141336739038,0.0694939936258887,-808.239,-10.35,55.52,2115.64,0.0142,100,0.576,2.426
A P MAHESH URBAN CO-OP BANK,2015-10-01,2015,10,October,5290,1826.073,8913,664.786,14203,2490.859,0.3451933837429112,0.0745861101761471,-1161.2870000000005,28.26,24.4,2199.79,0.018,100,0.594,2.747
A P MAHESH URBAN CO-OP BANK,2015-11-01,2015,11,November,4857,1671.664,8280,668.24,13137,2339.904,0.3441762404776611,0.0807053140096618,-1003.424,-6.06,47.1,2257.62,0.0184,100,0.587,2.502
A P MAHESH URBAN CO-OP BANK,2015-12-01,2015,12,December,5677,2022.44,9940,820.551,15617,2842.991,0.3562515413070283,0.0825504024144869,-1201.889,21.5,37.96,2557.92,0.0173,100,0.571,2.465
A P MAHESH URBAN CO-OP BANK,2016-01-01,2016,1,January,5531,1435.898,9234,807.073,14765,2242.971,0.259609112276261,0.0874023175222005,-628.8249999999999,-21.11,39.86,2475.29,0.0158,100,0.599,1.779
A P MAHESH URBAN CO-OP BANK,2016-02-01,2016,2,February,5707,2043.425,9749,743.296,15456,2786.721,0.3580558962677413,0.0762433070058467,-1300.129,24.24,43.42,2624.23,0.0191,100,0.585,2.749
A P MAHESH URBAN CO-OP BANK,2016-03-01,2016,3,March,6556,2713.068,12715,1140.057,19271,3853.125,0.4138297742525931,0.0896623672827369,-1573.0110000000002,38.27,33.06,2960.94,0.0188,100,0.516,2.38
A P MAHESH URBAN CO-OP BANK,2016-04-01,2016,4,April,5668,2218.076,9668,773.554,15336,2991.63,0.391333098094566,0.0800117914770376,-1444.522,-22.36,21.07,3210.49,0.018,100,0.586,2.867
A P MAHESH URBAN CO-OP BANK,2016-05-01,2016,5,May,5816,1942.561,9943,718.422,15759,2660.983,0.3340029229711141,0.0722540480740219,-1224.139,-11.05,24.65,3168.58,0.0172,100,0.585,2.704
A P MAHESH URBAN CO-OP BANK,2016-06-01,2016,6,June,6116,2075.158,10654,783.057,16770,2858.215,0.3392998691955526,0.0734988736624741,-1292.101,7.41,20.53,2836.94,0.0162,100,0.574,2.65
A P MAHESH URBAN CO-OP BANK,2016-07-01,2016,7,July,6281,1774.341,10583,859.519,16864,2633.86,0.2824933927718516,0.0812169517150146,-914.822,-7.85,17.67,2717.69,0.0162,100,0.593,2.064
A P MAHESH URBAN CO-OP BANK,2016-08-01,2016,8,August,6537,1925.189,11461,768.454,17998,2693.643,0.294506501453266,0.0670494721228514,-1156.735,2.27,24.34,2728.57,0.0154,100,0.57,2.505
A P MAHESH URBAN CO-OP BANK,2016-09-01,2016,9,September,6336,1783.192,10763,782.522,17099,2565.714,0.2814381313131313,0.0727048220756294,-1000.67,-4.75,32.11,2631.07,0.013,100,0.589,2.279
A P MAHESH URBAN CO-OP BANK,2016-10-01,2016,10,October,6910,1375.801,11088,834.906,17998,2210.707,0.1991028943560057,0.0752981601731601,-540.895,-13.84,-11.25,2490.02,0.0116,100,0.623,1.648
A P MAHESH URBAN CO-OP BANK,2016-11-01,2016,11,November,8408,1106.754,14814,1091.824,23222,2198.578,0.1316310656517602,0.073702173619549,-14.929999999999836,-0.55,-6.04,2325.0,0.0125,100,0.568,1.014
A P MAHESH URBAN CO-OP BANK,2016-12-01,2016,12,December,15451,1287.257,26787,1548.393,42238,2835.65,0.0833122128017604,0.0578038974129241,261.136,28.98,-0.26,2414.98,0.0123,100,0.577,0.831
A P MAHESH URBAN CO-OP BANK,2017-01-01,2017,1,January,18793,1462.474,26476,1499.119,45269,2961.593,0.0778201457989676,0.0566218084302764,36.64499999999998,4.44,32.04,2665.27,0.013,100,0.71,0.976
A P MAHESH URBAN CO-OP BANK,2017-02-01,2017,2,February,15158,2318.94,23087,1309.84,38245,3628.78,0.1529845626072041,0.0567349590678736,-1009.1,22.53,30.22,3142.01,0.0167,100,0.657,1.77
A P MAHESH URBAN CO-OP BANK,2017-03-01,2017,3,March,15759,2820.059,29178,1961.794,44937,4781.853,0.1789491084459674,0.0672353828226746,-858.2650000000001,31.78,24.1,3790.74,0.0147,100,0.54,1.437
A P MAHESH URBAN CO-OP BANK,2017-04-01,2017,4,April,11747,2171.151,23184,1465.264,34931,3636.415,0.1848259981271814,0.0632015182884748,-705.887,-23.95,21.55,4015.68,0.015,100,0.507,1.482
A P MAHESH URBAN CO-OP BANK,2017-05-01,2017,5,May,12497,2011.451,24745,1524.33,37242,3535.781,0.1609547091301912,0.0616015356637704,-487.1210000000001,-2.77,32.87,3984.68,0.0142,100,0.505,1.32
A P MAHESH URBAN CO-OP BANK,2017-06-01,2017,6,June,11467,2089.478,23626,1457.577,35093,3547.0550000000003,0.1822166216098369,0.0616937695758909,-631.9010000000001,0.32,24.1,3573.08,0.014,100,0.485,1.434
A P MAHESH URBAN CO-OP BANK,2017-07-01,2017,7,July,11735,2128.225,23645,1528.628,35380,3656.853,0.1813570515551768,0.0646491012899133,-599.597,3.1,38.84,3579.9,0.0152,100,0.496,1.392
A P MAHESH URBAN CO-OP BANK,2017-08-01,2017,8,August,12852,2653.847,24250,2030.449,37102,4684.296,0.2064929193899782,0.083729855670103,-623.3980000000001,28.1,73.9,3962.73,0.0187,100,0.53,1.307
A P MAHESH URBAN CO-OP BANK,2017-09-01,2017,9,September,13558,2213.836,24441,1850.359,37999,4064.195,0.1632863254167281,0.0757071723742891,-363.4769999999999,-13.24,58.4,4135.11,0.0143,100,0.555,1.196
A P MAHESH URBAN CO-OP BANK,2017-10-01,2017,10,October,14470,2325.636,25664,1700.903,40134,4026.539,0.1607212163096061,0.0662758338528678,-624.733,-0.93,82.14,4258.34,0.0145,100,0.564,1.367
A P MAHESH URBAN CO-OP BANK,2017-11-01,2017,11,November,14955,2715.992,26455,2165.534,41410,4881.526,0.1816109662320294,0.081857267057267,-550.4580000000001,21.23,122.03,4324.09,0.0176,100,0.565,1.254
A P MAHESH URBAN CO-OP BANK,2017-12-01,2017,12,December,15031,2616.447,26558,2224.148,41589,4840.595,0.1740700552192136,0.0837468182845093,-392.299,-0.84,70.7,4582.89,0.0153,100,0.566,1.176
A P MAHESH URBAN CO-OP BANK,2018-01-01,2018,1,January,15859,2800.221,28049,2407.861,43908,5208.082,0.1765698341635664,0.085844807301508,-392.3600000000001,7.59,75.85,4976.73,0.0169,100,0.565,1.163
A P MAHESH URBAN CO-OP BANK,2018-02-01,2018,2,February,15643,2639.228,27483,2382.06,43126,5021.2880000000005,0.1687162309020008,0.0866739438925881,-257.1680000000001,-3.59,38.37,5023.32,0.0169,100,0.569,1.108
A P MAHESH URBAN CO-OP BANK,2018-03-01,2018,3,March,18459,2333.856,33931,3079.193,52390,5413.049000000001,0.1264345847554038,0.0907486664112463,745.337,7.8,13.2,5214.14,0.012,100,0.544,0.758
A P MAHESH URBAN CO-OP BANK,2018-04-01,2018,4,April,15352,2522.526,29251,2599.617,44603,5122.143,0.1643125325690463,0.0888727564869577,77.09100000000035,-5.37,40.86,5185.49,0.0157,100,0.525,0.97
A P MAHESH URBAN CO-OP BANK,2018-05-01,2018,5,May,16123,1986.119,30594,3116.872,46717,5102.991,0.1231854493580599,0.1018785382754788,1130.753,-0.37,44.32,5212.73,0.0149,100,0.527,0.637
A P MAHESH URBAN CO-OP BANK,2018-06-01,2018,6,June,17337,2221.458,32425,3104.613,49762,5326.071,0.1281339332064371,0.0957475096376252,883.1549999999997,4.37,50.15,5183.73,0.014,100,0.535,0.716
A P MAHESH URBAN CO-OP BANK,2018-07-01,2018,7,July,17160,2570.579,32812,2853.118,49972,5423.697,0.149800641025641,0.0869534926246495,282.53899999999976,1.83,48.32,5284.25,0.0157,100,0.523,0.901
A P MAHESH URBAN CO-OP BANK,2018-08-01,2018,8,August,16359,2430.891,33196,2737.621,49555,5168.512000000001,0.148596552356501,0.0824683998072056,306.73,-4.71,10.34,5306.09,0.0138,100,0.493,0.888
A P MAHESH URBAN CO-OP BANK,2018-09-01,2018,9,September,15147,3144.223,30892,2553.301,46039,5697.523999999999,0.2075805770119495,0.0826524990288747,-590.922,10.24,40.19,5429.91,0.0158,100,0.49,1.231
A P MAHESH URBAN CO-OP BANK,2018-10-01,2018,10,October,17555,3361.686,36502,3993.073,54057,7354.759,0.1914945029906009,0.1093932661224042,631.3869999999997,29.09,82.66,6073.6,0.0191,100,0.481,0.842
A P MAHESH URBAN CO-OP BANK,2018-11-01,2018,11,November,15842,3012.887,34343,3943.082,50185,6955.969,0.1901834995581366,0.1148147220685438,930.1949999999996,-5.42,42.5,6669.42,0.0191,100,0.461,0.764
A P MAHESH URBAN CO-OP BANK,2018-12-01,2018,12,December,16209,3635.605,34836,4788.715,51045,8424.32,0.2242954531433154,0.1374645481685612,1153.11,21.11,74.03,7578.35,0.0215,100,0.465,0.759
A P MAHESH URBAN CO-OP BANK,2019-01-01,2019,1,January,17253,3786.044,35828,4321.97,53081,8108.014,0.2194426476554802,0.1206310706709836,535.9260000000004,-3.75,55.68,7829.43,0.0206,100,0.482,0.876
A P MAHESH URBAN CO-OP BANK,2019-02-01,2019,2,February,15100,3134.226,33757,3893.921,48857,7028.147,0.2075646357615894,0.1153515122789347,759.6949999999997,-13.32,39.97,7853.49,0.0183,100,0.447,0.805
A P MAHESH URBAN CO-OP BANK,2019-03-01,2019,3,March,18439,3974.401,38973,4368.263,57412,8342.664,0.2155431964857096,0.112084340440818,393.8620000000001,18.7,54.12,7826.28,0.0164,100,0.473,0.91
A P MAHESH URBAN CO-OP BANK,2019-04-01,2019,4,April,17120,3424.407,33231,3947.677,50351,7372.084000000001,0.2000237733644859,0.1187950106827961,523.27,-11.63,43.93,7580.97,0.0179,100,0.515,0.867
A P MAHESH URBAN CO-OP BANK,2019-05-01,2019,5,May,16890,3602.77,35362,4411.172,52252,8013.941999999999,0.2133078744819419,0.124743283750919,808.4019999999996,8.71,57.04,7909.56,0.0188,100,0.478,0.817
A P MAHESH URBAN CO-OP BANK,2019-06-01,2019,6,June,14982,3050.186,32115,2789.661,47097,5839.847,0.2035900413829929,0.086864736104624,-260.5250000000001,-27.13,9.65,7075.29,0.0167,100,0.467,1.093
A P MAHESH URBAN CO-OP BANK,2019-07-01,2019,7,July,16728,3905.683,35424,2587.218,52152,6492.901,0.2334817670970827,0.0730357384823848,-1318.465,11.18,19.71,6782.23,0.0182,100,0.472,1.51
A P MAHESH URBAN CO-OP BANK,2019-08-01,2019,8,August,15972,3760.38,33777,2327.63,49749,6088.01,0.2354357625845229,0.0689116854664416,-1432.75,-6.24,17.79,6140.25,0.0169,100,0.473,1.616
A P MAHESH URBAN CO-OP BANK,2019-09-01,2019,9,September,15372,3676.68,30760,2184.66,46132,5861.34,0.2391803278688524,0.0710227568270481,-1492.02,-3.72,2.88,6147.42,0.0162,100,0.5,1.683
A P MAHESH URBAN CO-OP BANK,2019-10-01,2019,10,October,17488,4669.43,33808,2524.46,51296,7193.89,0.2670076623970723,0.0746704921911973,-2144.9700000000003,22.73,-2.19,6381.08,0.0193,100,0.517,1.85
A P MAHESH URBAN CO-OP BANK,2019-11-01,2019,11,November,17463,4576.79,32786,2583.89,50249,7160.68,0.262084979671305,0.078810772890868,-1992.9,-0.46,2.94,6738.64,0.0206,100,0.533,1.771
A P MAHESH URBAN CO-OP BANK,2019-12-01,2019,12,December,18390,3517.15,34365,2534.68,52755,6051.83,0.1912533985861881,0.0737576022115524,-982.4700000000004,-15.49,-28.16,6802.13,0.0156,100,0.535,1.388
A P MAHESH URBAN CO-OP BANK,2020-01-01,2020,1,January,21724,5545.03,35737,2889.19,57461,8434.22,0.2552490333271957,0.0808459020063239,-2655.84,39.37,4.02,7215.58,0.0219,100,0.608,1.919
A P MAHESH URBAN CO-OP BANK,2020-02-01,2020,2,February,20975,3968.65,34784,4168.547,55759,8137.197,0.1892085816448152,0.1198409326126954,199.89699999999948,-3.52,15.78,7541.08,0.0218,100,0.603,0.952
A P MAHESH URBAN CO-OP BANK,2020-03-01,2020,3,March,19137,3317.96,32149,2424.55,51286,5742.51,0.1733793175523854,0.0754160316028492,-893.4099999999999,-29.43,-31.17,7437.98,0.0126,100,0.595,1.368
A P MAHESH URBAN CO-OP BANK,2020-04-01,2020,4,April,11240,888.39,13387,1126.72,24627,2015.11,0.079038256227758,0.0841652349294091,238.33000000000004,-64.91,-72.67,5298.27,0.0077,100,0.84,0.788
A P MAHESH URBAN CO-OP BANK,2020-05-01,2020,5,May,15502,1166.95,21579,1777.02,37081,2943.9700000000003,0.0752773835634111,0.0823495064646183,610.0699999999999,46.09,-63.26,3567.2,0.0099,100,0.718,0.657
A P MAHESH URBAN CO-OP BANK,2020-06-01,2020,6,June,21342,2220.68,32048,2662.88,53390,4883.56,0.1040521038328179,0.08309036445332,442.2000000000003,65.88,-16.38,3280.88,0.0128,100,0.666,0.834
ABHYUDAYA CO-OP BANK,2008-06-01,2008,6,June,229,7.761,1166,77.543,1395,85.304,0.0338908296943231,0.0665034305317324,69.78200000000001,,,85.3,0.0379,78,0.196,0.1
ABHYUDAYA CO-OP BANK,2008-07-01,2008,7,July,222,6.278,1597,68.527,1819,74.805,0.0282792792792792,0.0429098309329993,62.249,-12.31,,80.05,0.0296,78,0.139,0.092
ABHYUDAYA CO-OP BANK,2008-08-01,2008,8,August,259,6.735,1666,68.298,1925,75.033,0.026003861003861,0.0409951980792316,61.563,0.3,,78.38,0.0289,78,0.155,0.099
ABHYUDAYA CO-OP BANK,2008-09-01,2008,9,September,251,7.587,1771,69.363,2022,76.95,0.0302270916334661,0.0391660079051383,61.776,2.55,,75.6,0.0255,78,0.142,0.109
ABHYUDAYA CO-OP BANK,2008-10-01,2008,10,October,307,7.996,2321,67.772,2628,75.768,0.0260456026058631,0.0291994829814735,59.776,-1.54,,75.92,0.0209,78,0.132,0.118
ABHYUDAYA CO-OP BANK,2008-11-01,2008,11,November,321,10.581,2535,71.93,2856,82.51100000000001,0.0329626168224299,0.0283747534516765,61.349,8.9,,78.41,0.0263,78,0.127,0.147
ABHYUDAYA CO-OP BANK,2008-12-01,2008,12,December,410,13.207,2778,86.56,3188,99.767,0.0322121951219512,0.0311591072714182,73.35300000000001,20.91,,86.02,0.0261,78,0.148,0.153
ABHYUDAYA CO-OP BANK,2009-01-01,2009,1,January,514,18.426,2785,77.794,3299,96.22,0.0358482490272373,0.0279332136445242,59.368,-3.56,,92.83,0.0257,78,0.185,0.237
ABHYUDAYA CO-OP BANK,2009-02-01,2009,2,February,518,20.064,2870,94.877,3388,114.941,0.0387335907335907,0.0330581881533101,74.81299999999999,19.46,,103.64,0.0308,78,0.18,0.211
ABHYUDAYA CO-OP BANK,2009-03-01,2009,3,March,646,26.831,3314,113.986,3960,140.817,0.0415340557275541,0.0343952926976463,87.155,22.51,,117.33,0.0284,78,0.195,0.235
ABHYUDAYA CO-OP BANK,2009-04-01,2009,4,April,586,25.997,2984,106.568,3570,132.565,0.0443634812286689,0.0357131367292225,80.571,-5.86,,129.44,0.0304,78,0.196,0.244
ABHYUDAYA CO-OP BANK,2009-06-01,2009,6,June,726,29.479,3568,127.055,4294,156.534,0.0406046831955922,0.0356095852017937,97.576,18.08,,143.31,0.0329,78,0.203,0.232
ABHYUDAYA CO-OP BANK,2009-07-01,2009,7,July,803,31.631,4087,130.124,4890,161.755,0.0393910336239103,0.0318385123562515,98.493,3.34,89.62,150.28,0.0296,78,0.196,0.243
ABHYUDAYA CO-OP BANK,2009-08-01,2009,8,August,870,34.819,3890,144.488,4760,179.30700000000002,0.0400218390804597,0.0371434447300771,109.669,10.85,139.7,165.87,0.0322,78,0.224,0.241
ABHYUDAYA CO-OP BANK,2009-09-01,2009,9,September,819,31.506,3938,133.257,4757,164.763,0.0384688644688644,0.03383875063484,101.751,-8.11,119.59,168.61,0.0321,78,0.208,0.236
ABHYUDAYA CO-OP BANK,2009-10-01,2009,10,October,1051,42.299,4996,177.294,6047,219.593,0.0402464319695528,0.0354871897518014,134.995,33.28,185.37,187.89,0.0372,78,0.21,0.239
ABHYUDAYA CO-OP BANK,2010-01-01,2010,1,January,1479,62.079,5158,145.175,6637,207.254,0.041973630831643,0.0281455990694067,83.096,-5.62,173.54,197.2,0.0323,78,0.287,0.428
ABHYUDAYA CO-OP BANK,2010-02-01,2010,2,February,1713,75.188,6050,166.664,7763,241.852,0.0438925861062463,0.0275477685950413,91.47599999999998,16.69,193.11,222.9,0.0341,78,0.283,0.451
ABHYUDAYA CO-OP BANK,2010-03-01,2010,3,March,2341,93.36,8379,265.985,10720,359.345,0.0398803929944468,0.0317442415562716,172.625,48.58,260.18,269.48,0.0409,78,0.279,0.351
ABHYUDAYA CO-OP BANK,2010-04-01,2010,4,April,2484,114.215,6265,214.649,8749,328.86400000000003,0.0459802737520128,0.0342616121308858,100.434,-8.48,241.78,310.02,0.033,78,0.396,0.532
ABHYUDAYA CO-OP BANK,2010-05-01,2010,5,May,2469,111.917,6303,190.046,8772,301.963,0.0453288780882948,0.030151673806124,78.12899999999999,-8.18,162.71,330.06,0.027,78,0.392,0.589
ABHYUDAYA CO-OP BANK,2010-06-01,2010,6,June,3173,590.146,6935,231.979,10108,822.125,0.185989914907028,0.0334504686373467,-358.1669999999999,172.26,483.83,484.32,0.0784,78,0.458,2.544
ABHYUDAYA CO-OP BANK,2010-07-01,2010,7,July,3046,121.011,8131,269.301,11177,390.312,0.0397278397898883,0.0331202804083138,148.29,-52.52,194.43,504.8,0.0291,78,0.375,0.449
ABHYUDAYA CO-OP BANK,2010-08-01,2010,8,August,3385,132.877,8916,268.769,12301,401.646,0.0392546528803545,0.0301445715567519,135.892,2.9,156.59,538.03,0.0326,78,0.38,0.494
ABHYUDAYA CO-OP BANK,2010-09-01,2010,9,September,3265,133.394,8893,256.914,12158,390.308,0.0408557427258805,0.0288894636230743,123.51999999999998,-2.82,141.3,394.09,0.0317,78,0.367,0.519
ABHYUDAYA CO-OP BANK,2010-10-01,2010,10,October,3663,268.722,11090,369.061,14753,637.7829999999999,0.0733611793611793,0.0332787195671776,100.339,63.41,255.69,476.58,0.041,78,0.33,0.728
ABHYUDAYA CO-OP BANK,2010-11-01,2010,11,November,4518,292.602,10684,356.159,15202,648.761,0.0647636122177954,0.0333357356795207,63.557000000000016,1.72,293.75,558.95,0.0419,78,0.423,0.822
