bank_name,transaction_date,year,month_num,month_name,debit_transactions,debit_amount,credit_transactions,credit_amount,total_transactions,total_amount,avg_debit_ticket_size,avg_credit_ticket_size,net_amount_flow,mom_amount_growth_pct,yoy_amount_growth_pct,rolling_3m_avg_amount,market_share_pct,overall_bank_rank,debit_credit_txn_ratio,debit_credit_amount_ratio
RAJGURUNAGAR SAHAKARI BANK,2014-08-01,2014,8,August,1565,85.058,860,42.878,2425,127.936,0.0543501597444089,0.0498581395348837,-42.18000000000001,-5.17,,130.08,0.0014,179,1.82,1.984
RAJGURUNAGAR SAHAKARI BANK,2014-09-01,2014,9,September,1852,103.984,834,86.22,2686,190.204,0.0561468682505399,0.1033812949640287,-17.763999999999996,48.67,,151.02,0.0018,179,2.221,1.206
RAJGURUNAGAR SAHAKARI BANK,2014-10-01,2014,10,October,1707,99.873,1165,58.215,2872,158.08800000000002,0.0585079086115992,0.049969957081545,-41.658,-16.89,,158.74,0.0017,179,1.465,1.716
RAJGURUNAGAR SAHAKARI BANK,2014-11-01,2014,11,November,1744,98.875,956,69.009,2700,167.884,0.0566943807339449,0.0721851464435146,-29.866,6.2,,172.06,0.0018,179,1.824,1.433
RAJGURUNAGAR SAHAKARI BANK,2014-12-01,2014,12,December,2088,121.352,1226,68.883,3314,190.235,0.0581187739463601,0.0561851549755301,-52.46900000000001,13.31,,172.07,0.0017,179,1.703,1.762
RAJGURUNAGAR SAHAKARI BANK,2015-01-01,2015,1,January,2090,127.818,1200,64.625,3290,192.443,0.061156937799043,0.0538541666666666,-63.193,1.16,,183.52,0.0019,179,1.742,1.978
RAJGURUNAGAR SAHAKARI BANK,2015-02-01,2015,2,February,1921,116.229,1424,61.702,3345,177.93099999999998,0.060504424778761,0.0433300561797752,-54.527,-7.54,,186.87,0.0018,179,1.349,1.884
RAJGURUNAGAR SAHAKARI BANK,2015-03-01,2015,3,March,2302,162.62,1679,87.821,3981,250.441,0.070642919200695,0.0523055390113162,-74.799,40.75,,206.94,0.0017,179,1.371,1.852
RAJGURUNAGAR SAHAKARI BANK,2015-04-01,2015,4,April,1944,113.67,1370,69.729,3314,183.399,0.0584722222222222,0.0508970802919708,-43.941,-26.77,1954.2,203.92,0.0015,179,1.419,1.63
RAJGURUNAGAR SAHAKARI BANK,2015-05-01,2015,5,May,2101,129.945,1444,67.491,3545,197.436,0.0618491194669205,0.04673891966759,-62.45399999999999,7.65,52.59,210.43,0.0018,179,1.455,1.925
RAJGURUNAGAR SAHAKARI BANK,2015-06-01,2015,6,June,2313,122.852,1669,72.616,3982,195.468,0.0531137051448335,0.0435086878370281,-50.236,-1.0,53.44,192.1,0.0015,179,1.386,1.692
RAJGURUNAGAR SAHAKARI BANK,2015-07-01,2015,7,July,2539,132.578,1825,92.138,4364,224.716,0.0522166207168176,0.0504865753424657,-40.44,14.96,66.56,205.87,0.0018,179,1.391,1.439
RAJGURUNAGAR SAHAKARI BANK,2015-08-01,2015,8,August,2556,135.504,1846,82.705,4402,218.209,0.0530140845070422,0.0448022751895991,-52.79899999999999,-2.9,70.56,212.8,0.0018,179,1.385,1.638
RAJGURUNAGAR SAHAKARI BANK,2015-09-01,2015,9,September,2490,133.576,2042,99.903,4532,233.479,0.0536449799196787,0.0489240940254652,-33.67299999999999,7.0,22.75,225.47,0.0017,179,1.219,1.337
RAJGURUNAGAR SAHAKARI BANK,2015-10-01,2015,10,October,2703,152.809,2698,118.905,5401,271.714,0.0565331113577506,0.0440715344699777,-33.904,16.38,71.88,241.13,0.002,179,1.002,1.285
RAJGURUNAGAR SAHAKARI BANK,2015-11-01,2015,11,November,2598,154.701,2985,127.918,5583,282.619,0.0595461893764434,0.0428536013400335,-26.782999999999987,4.01,68.34,262.6,0.0022,179,0.87,1.209
RAJGURUNAGAR SAHAKARI BANK,2015-12-01,2015,12,December,2818,171.134,2827,150.165,5645,321.299,0.0607288857345635,0.0531181464449946,-20.968999999999998,13.69,68.9,291.88,0.002,179,0.997,1.14
RAJGURUNAGAR SAHAKARI BANK,2016-01-01,2016,1,January,2678,167.173,2737,135.502,5415,302.675,0.062424570575056,0.0495074899525027,-31.670999999999992,-5.8,57.28,302.2,0.0021,179,0.978,1.234
RAJGURUNAGAR SAHAKARI BANK,2016-02-01,2016,2,February,2879,166.0,2767,183.62,5646,349.62,0.057658909343522,0.0663606794362125,17.620000000000005,15.51,96.49,324.53,0.0024,179,1.04,0.904
RAJGURUNAGAR SAHAKARI BANK,2016-03-01,2016,3,March,3393,225.938,3389,217.653,6782,443.591,0.0665894488653109,0.0642233697255827,-8.284999999999997,26.88,77.12,365.3,0.0022,179,1.001,1.038
RAJGURUNAGAR SAHAKARI BANK,2016-04-01,2016,4,April,2805,169.763,3188,157.792,5993,327.555,0.0605215686274509,0.0494956085319949,-11.971000000000004,-26.16,78.6,373.59,0.002,179,0.88,1.076
RAJGURUNAGAR SAHAKARI BANK,2016-05-01,2016,5,May,3230,204.925,3443,148.533,6673,353.458,0.0634442724458204,0.0431405750798722,-56.39200000000002,7.91,79.02,374.87,0.0023,179,0.938,1.38
RAJGURUNAGAR SAHAKARI BANK,2016-06-01,2016,6,June,3367,212.518,3563,157.238,6930,369.756,0.0631179091179091,0.0441307886612405,-55.28,4.61,89.16,350.26,0.0021,179,0.945,1.352
RAJGURUNAGAR SAHAKARI BANK,2016-07-01,2016,7,July,3347,186.026,3794,178.756,7141,364.782,0.0555799223184941,0.0471154454401686,-7.27000000000001,-1.35,62.33,362.67,0.0022,179,0.882,1.041
RAJGURUNAGAR SAHAKARI BANK,2016-08-01,2016,8,August,3407,194.408,4152,166.182,7559,360.59,0.0570613442911652,0.0400245664739884,-28.226,-1.15,65.25,365.04,0.0021,179,0.821,1.17
RAJGURUNAGAR SAHAKARI BANK,2016-09-01,2016,9,September,3374,222.502,4090,213.056,7464,435.558,0.0659460580912863,0.0520919315403423,-9.445999999999998,20.79,86.55,386.98,0.0022,179,0.825,1.044
RAJGURUNAGAR SAHAKARI BANK,2016-10-01,2016,10,October,3780,268.285,5214,272.808,8994,541.0930000000001,0.0709748677248677,0.0523222094361334,4.522999999999968,24.23,99.14,445.75,0.0028,179,0.725,0.983
RAJGURUNAGAR SAHAKARI BANK,2016-11-01,2016,11,November,5318,293.743,6043,450.869,11361,744.6120000000001,0.0552356148928168,0.0746101274201555,157.12600000000003,37.61,163.47,573.75,0.0042,179,0.88,0.652
RAJGURUNAGAR SAHAKARI BANK,2016-12-01,2016,12,December,8627,431.405,12400,567.414,21027,998.819,0.050006375333256,0.045759193548387,136.009,34.14,210.87,761.51,0.0043,179,0.696,0.76
RAJGURUNAGAR SAHAKARI BANK,2017-01-01,2017,1,January,8462,442.552,12380,466.175,20842,908.727,0.0522987473410541,0.03765549273021,23.62299999999999,-9.02,200.23,884.05,0.004,179,0.684,0.949
RAJGURUNAGAR SAHAKARI BANK,2017-02-01,2017,2,February,6912,377.26,10099,506.93,17011,884.19,0.0545804398148148,0.0501960590157441,129.67000000000002,-2.7,152.9,930.58,0.0041,179,0.684,0.744
RAJGURUNAGAR SAHAKARI BANK,2017-03-01,2017,3,March,7587,447.012,12070,631.639,19657,1078.651,0.0589181494661921,0.0523313173156586,184.627,21.99,143.16,957.19,0.0033,179,0.629,0.708
RAJGURUNAGAR SAHAKARI BANK,2017-04-01,2017,4,April,6041,356.276,10144,352.186,16185,708.462,0.0589763284224466,0.0347186514195583,-4.090000000000032,-34.32,116.29,890.43,0.0029,179,0.596,1.012
RAJGURUNAGAR SAHAKARI BANK,2017-05-01,2017,5,May,6300,426.487,10865,347.865,17165,774.3520000000001,0.0676963492063492,0.0320170271514035,-78.62200000000001,9.3,119.08,853.82,0.0031,179,0.58,1.226
RAJGURUNAGAR SAHAKARI BANK,2017-06-01,2017,6,June,6449,375.953,10526,442.053,16975,818.006,0.0582963250116297,0.0419962948888466,66.10000000000002,5.64,121.23,766.94,0.0032,179,0.613,0.85
RAJGURUNAGAR SAHAKARI BANK,2017-07-01,2017,7,July,6622,381.266,10208,356.746,16830,738.012,0.0575756569012383,0.0349476880877742,-24.52000000000004,-9.78,102.32,776.79,0.0031,179,0.649,1.069
RAJGURUNAGAR SAHAKARI BANK,2017-08-01,2017,8,August,6986,415.957,10534,341.946,17520,757.903,0.0595415115946178,0.0324611733434592,-74.01099999999997,2.7,110.18,771.31,0.003,179,0.663,1.216
RAJGURUNAGAR SAHAKARI BANK,2017-09-01,2017,9,September,7305,440.979,10844,371.76,18149,812.739,0.0603667351129363,0.0342825525636296,-69.219,7.24,86.6,769.55,0.0029,179,0.674,1.186
RAJGURUNAGAR SAHAKARI BANK,2017-10-01,2017,10,October,8126,479.395,13324,432.758,21450,912.153,0.0589952005906965,0.032479585709997,-46.637,12.23,68.58,827.6,0.0033,179,0.61,1.108
RAJGURUNAGAR SAHAKARI BANK,2017-11-01,2017,11,November,8245,460.632,11970,426.364,20215,886.996,0.0558680412371134,0.0356193817878028,-34.26800000000003,-2.76,19.12,870.63,0.0032,179,0.689,1.08
RAJGURUNAGAR SAHAKARI BANK,2017-12-01,2017,12,December,8633,490.867,12220,415.189,20853,906.056,0.0568593768099154,0.033976186579378,-75.678,2.15,-9.29,901.74,0.0029,179,0.706,1.182
RAJGURUNAGAR SAHAKARI BANK,2018-01-01,2018,1,January,9291,523.811,13644,525.218,22935,1049.029,0.0563783231083844,0.0384944297859865,1.4069999999999254,15.78,15.44,947.36,0.0034,179,0.681,0.997
RAJGURUNAGAR SAHAKARI BANK,2018-02-01,2018,2,February,8491,522.07,13616,466.247,22107,988.317,0.0614851018725709,0.0342425822561692,-55.82300000000004,-5.79,11.78,981.13,0.0033,179,0.624,1.12
RAJGURUNAGAR SAHAKARI BANK,2018-03-01,2018,3,March,9827,557.504,17529,564.242,27356,1121.746,0.0567318611987381,0.032189058132238,6.737999999999943,13.5,4.0,1053.03,0.0025,179,0.561,0.988
RAJGURUNAGAR SAHAKARI BANK,2018-04-01,2018,4,April,8680,482.942,16265,606.976,24945,1089.918,0.0556384792626728,0.0373179219182293,124.034,-2.84,53.84,1066.66,0.0033,179,0.534,0.796
RAJGURUNAGAR SAHAKARI BANK,2018-05-01,2018,5,May,9363,540.624,16512,483.839,25875,1024.463,0.0577404677987824,0.0293022650193798,-56.785000000000025,-6.01,32.3,1078.71,0.003,179,0.567,1.117
RAJGURUNAGAR SAHAKARI BANK,2018-06-01,2018,6,June,9258,577.268,16460,600.131,25718,1177.399,0.0623534240656729,0.0364599635479951,22.862999999999943,14.93,43.94,1097.26,0.0031,179,0.562,0.962
RAJGURUNAGAR SAHAKARI BANK,2018-07-01,2018,7,July,9292,489.557,16614,627.288,25906,1116.845,0.0526858588032716,0.0377565908270133,137.731,-5.14,51.33,1106.24,0.0032,179,0.559,0.78
RAJGURUNAGAR SAHAKARI BANK,2018-08-01,2018,8,August,9466,493.466,18214,526.113,27680,1019.579,0.0521303612930488,0.0288850883935434,32.64700000000005,-8.71,34.53,1104.61,0.0027,179,0.52,0.938
RAJGURUNAGAR SAHAKARI BANK,2018-09-01,2018,9,September,9234,497.495,17894,698.568,27128,1196.063,0.0538764349144466,0.0390392310271599,201.073,17.31,47.16,1110.83,0.0033,179,0.516,0.712
RAJGURUNAGAR SAHAKARI BANK,2018-10-01,2018,10,October,10939,667.7,21191,634.728,32130,1302.428,0.0610384861504708,0.029952715775565,-32.972000000000094,8.89,42.79,1172.69,0.0034,179,0.516,1.052
RAJGURUNAGAR SAHAKARI BANK,2018-11-01,2018,11,November,9954,634.316,21623,536.189,31577,1170.505,0.0637247337753667,0.0247971604310225,-98.12700000000008,-10.13,31.96,1223.0,0.0032,179,0.46,1.183
RAJGURUNAGAR SAHAKARI BANK,2018-12-01,2018,12,December,9267,538.899,20319,519.734,29586,1058.633,0.0581524765296212,0.0255787194251685,-19.164999999999964,-9.56,16.84,1177.19,0.0027,179,0.456,1.037
RAJGURUNAGAR SAHAKARI BANK,2019-01-01,2019,1,January,10782,570.843,20862,553.155,31644,1123.998,0.0529440734557596,0.0265149554213402,-17.687999999999988,6.17,7.15,1117.71,0.0029,179,0.517,1.032
RAJGURUNAGAR SAHAKARI BANK,2019-02-01,2019,2,February,9925,504.932,18696,592.881,28621,1097.813,0.0508747607052896,0.031711649550706,87.94899999999996,-2.33,11.08,1093.48,0.0029,179,0.531,0.852
RAJGURUNAGAR SAHAKARI BANK,2019-03-01,2019,3,March,10925,585.926,21203,697.608,32128,1283.534,0.0536316704805492,0.0329013818799226,111.6819999999999,16.92,14.42,1168.45,0.0025,179,0.515,0.84
RAJGURUNAGAR SAHAKARI BANK,2019-04-01,2019,4,April,10046,578.645,20470,588.024,30516,1166.669,0.0575995421063109,0.0287261358085002,9.37900000000002,-9.1,7.04,1182.67,0.0028,179,0.491,0.984
RAJGURUNAGAR SAHAKARI BANK,2019-05-01,2019,5,May,10978,617.145,20855,652.156,31833,1269.301,0.0562165239570049,0.031270966195157,35.01099999999997,8.8,23.9,1239.83,0.003,179,0.526,0.946
RAJGURUNAGAR SAHAKARI BANK,2019-06-01,2019,6,June,10167,443.662,18495,569.45,28662,1013.112,0.0436374545096882,0.0307894025412273,125.78800000000008,-20.18,-13.95,1149.69,0.0029,179,0.55,0.779
RAJGURUNAGAR SAHAKARI BANK,2019-07-01,2019,7,July,11183,438.392,20392,559.931,31575,998.323,0.039201645354556,0.0274583660258925,121.53900000000004,-1.46,-10.61,1093.58,0.0028,179,0.548,0.783
RAJGURUNAGAR SAHAKARI BANK,2019-08-01,2019,8,August,10712,417.19,20292,511.91,31004,929.1,0.0389460418222554,0.0252271831263552,94.72000000000004,-6.93,-8.87,980.18,0.0026,179,0.528,0.815
RAJGURUNAGAR SAHAKARI BANK,2019-09-01,2019,9,September,10070,398.74,19605,517.06,29675,915.8,0.0395968222442899,0.0263738842132109,118.31999999999994,-1.43,-23.43,947.74,0.0025,179,0.514,0.771
RAJGURUNAGAR SAHAKARI BANK,2019-10-01,2019,10,October,10753,421.08,24367,611.75,35120,1032.83,0.0391593043801729,0.0251056757089506,190.67,12.78,-20.7,959.24,0.0028,179,0.441,0.688
RAJGURUNAGAR SAHAKARI BANK,2019-11-01,2019,11,November,11020,433.62,18830,545.15,29850,978.77,0.0393484573502722,0.0289511417950079,111.52999999999996,-5.23,-16.38,975.8,0.0028,179,0.585,0.795
RAJGURUNAGAR SAHAKARI BANK,2019-12-01,2019,12,December,12131,511.1,20280,596.13,32411,1107.23,0.0421317286291319,0.0293949704142011,85.02999999999997,13.12,4.59,1039.61,0.0029,179,0.598,0.857
RAJGURUNAGAR SAHAKARI BANK,2020-01-01,2020,1,January,13587,508.78,21504,655.51,35091,1164.29,0.0374460881725178,0.030483165922619,146.73000000000002,5.15,3.58,1083.43,0.003,179,0.632,0.776
RAJGURUNAGAR SAHAKARI BANK,2020-02-01,2020,2,February,12590,496.2,19851,659.509,32441,1155.709,0.0394122319301032,0.0332229610598962,163.30900000000003,-0.74,5.27,1142.41,0.0031,179,0.634,0.752
RAJGURUNAGAR SAHAKARI BANK,2020-03-01,2020,3,March,11716,492.65,18876,660.64,30592,1153.29,0.0420493342437692,0.0349989404534859,167.99,-0.21,-10.15,1157.76,0.0025,179,0.621,0.746
RAJGURUNAGAR SAHAKARI BANK,2020-04-01,2020,4,April,7794,284.34,11950,302.09,19744,586.43,0.0364819091608929,0.0252794979079497,17.75,-49.15,-49.73,965.14,0.0022,179,0.652,0.941
RAJGURUNAGAR SAHAKARI BANK,2020-05-01,2020,5,May,10669,435.5,13902,380.51,24571,816.01,0.0408191958009185,0.0273708818874982,-54.99000000000001,39.15,-35.71,851.91,0.0028,179,0.767,1.145
RAJGURUNAGAR SAHAKARI BANK,2020-06-01,2020,6,June,13525,737.7,16813,481.66,30338,1219.36,0.054543438077634,0.0286480699458752,-256.04,49.43,20.36,873.93,0.0032,179,0.804,1.532
RAJKOT NAGARIK SAHAKARI BANK,2010-12-01,2010,12,December,19,0.013,6,0.544,25,0.557,0.0006842105263157,0.0906666666666666,0.531,,,0.56,0.0,147,3.167,0.024
RAJKOT NAGARIK SAHAKARI BANK,2011-01-01,2011,1,January,138,10.216,104,14.893,242,25.109,0.0740289855072463,0.1432019230769231,4.677000000000001,4407.9,,12.83,0.0013,147,1.327,0.686
RAJKOT NAGARIK SAHAKARI BANK,2011-02-01,2011,2,February,375,33.567,213,23.547,588,57.114,0.089512,0.1105492957746479,-10.02,127.46,,27.59,0.0032,147,1.761,1.426
RAJKOT NAGARIK SAHAKARI BANK,2011-03-01,2011,3,March,1259,280.453,1777,147.946,3036,428.399,0.222758538522637,0.0832560495216657,-132.50699999999998,650.08,,170.21,0.0142,147,0.708,1.896
RAJKOT NAGARIK SAHAKARI BANK,2011-04-01,2011,4,April,517,42.237,301,32.605,818,74.842,0.0816963249516441,0.1083222591362126,-9.632000000000003,-82.53,,186.78,0.0029,147,1.718,1.295
RAJKOT NAGARIK SAHAKARI BANK,2011-05-01,2011,5,May,688,56.499,340,29.369,1028,85.868,0.0821206395348837,0.0863794117647058,-27.130000000000003,14.73,,196.37,0.0037,147,2.024,1.924
RAJKOT NAGARIK SAHAKARI BANK,2011-06-01,2011,6,June,836,69.025,396,35.262,1232,104.287,0.0825657894736842,0.0890454545454545,-33.763000000000005,21.45,,88.33,0.004,147,2.111,1.957
RAJKOT NAGARIK SAHAKARI BANK,2011-07-01,2011,7,July,767,80.172,578,50.391,1345,130.563,0.1045267275097783,0.0871816608996539,-29.781,25.2,,106.91,0.0051,147,1.327,1.591
RAJKOT NAGARIK SAHAKARI BANK,2011-08-01,2011,8,August,727,54.789,450,53.293,1177,108.082,0.075363136176066,0.1184288888888888,-1.4960000000000022,-17.22,,114.31,0.0044,147,1.616,1.028
RAJKOT NAGARIK SAHAKARI BANK,2011-09-01,2011,9,September,1003,66.707,960,117.73,1963,184.437,0.066507477567298,0.1226354166666666,51.02300000000001,70.65,,141.03,0.0068,147,1.045,0.567
RAJKOT NAGARIK SAHAKARI BANK,2011-10-01,2011,10,October,983,112.07,666,49.61,1649,161.68,0.1140081383519837,0.0744894894894894,-62.46,-12.34,,151.4,0.0057,147,1.476,2.259
RAJKOT NAGARIK SAHAKARI BANK,2011-11-01,2011,11,November,1134,89.057,528,49.7,1662,138.757,0.0785335097001763,0.0941287878787878,-39.357,-14.18,,161.62,0.0051,147,2.148,1.792
RAJKOT NAGARIK SAHAKARI BANK,2011-12-01,2011,12,December,905,71.886,597,50.874,1502,122.76,0.079432044198895,0.08521608040201,-21.011999999999997,-11.53,21939.5,141.07,0.0038,147,1.516,1.413
RAJKOT NAGARIK SAHAKARI BANK,2012-01-01,2012,1,January,900,69.499,728,55.493,1628,124.992,0.0772211111111111,0.0762266483516483,-14.005999999999991,1.82,397.8,128.84,0.0037,147,1.236,1.252
RAJKOT NAGARIK SAHAKARI BANK,2012-02-01,2012,2,February,1014,77.452,870,65.09,1884,142.542,0.0763826429980276,0.0748160919540229,-12.361999999999997,14.04,149.57,130.1,0.004,147,1.166,1.19
RAJKOT NAGARIK SAHAKARI BANK,2012-03-01,2012,3,March,1307,97.279,1538,136.792,2845,234.071,0.0744292272379495,0.0889414824447334,39.513000000000005,64.21,-45.36,167.2,0.0049,147,0.85,0.711
RAJKOT NAGARIK SAHAKARI BANK,2012-04-01,2012,4,April,1105,83.051,1041,106.117,2146,189.168,0.0751592760180995,0.1019375600384246,23.066000000000003,-19.18,152.76,188.59,0.0048,147,1.061,0.783
RAJKOT NAGARIK SAHAKARI BANK,2012-05-01,2012,5,May,1346,88.024,1339,113.63,2685,201.654,0.0653967310549777,0.0848618371919342,25.605999999999995,6.6,134.84,208.3,0.0051,147,1.005,0.775
RAJKOT NAGARIK SAHAKARI BANK,2012-06-01,2012,6,June,1194,114.924,1264,87.991,2458,202.915,0.096251256281407,0.0696131329113924,-26.933000000000007,0.63,94.57,197.91,0.0049,147,0.945,1.306
RAJKOT NAGARIK SAHAKARI BANK,2012-07-01,2012,7,July,1207,80.703,1542,94.092,2749,174.79500000000002,0.0668624689312344,0.0610194552529182,13.388999999999996,-13.86,33.88,193.12,0.0041,147,0.783,0.858
RAJKOT NAGARIK SAHAKARI BANK,2012-08-01,2012,8,August,1028,66.489,1469,88.376,2497,154.865,0.0646780155642023,0.0601606535057862,21.887,-11.4,43.28,177.52,0.0037,147,0.7,0.752
RAJKOT NAGARIK SAHAKARI BANK,2012-09-01,2012,9,September,1080,71.013,1548,89.08,2628,160.09300000000002,0.0657527777777777,0.0575452196382428,18.066999999999997,3.38,-13.2,163.25,0.0035,147,0.698,0.797
RAJKOT NAGARIK SAHAKARI BANK,2012-10-01,2012,10,October,1420,96.849,1815,107.847,3235,204.696,0.0682035211267605,0.0594198347107438,10.99799999999999,27.86,26.61,173.22,0.004,147,0.782,0.898
RAJKOT NAGARIK SAHAKARI BANK,2012-11-01,2012,11,November,1319,93.592,1686,128.37,3005,221.962,0.0709567854435178,0.0761387900355872,34.778000000000006,8.43,59.96,195.58,0.0048,147,0.782,0.729
RAJKOT NAGARIK SAHAKARI BANK,2012-12-01,2012,12,December,1410,94.971,2423,129.27,3833,224.241,0.0673553191489361,0.0533512174989682,34.29900000000001,1.03,82.67,216.97,0.0042,147,0.582,0.735
RAJKOT NAGARIK SAHAKARI BANK,2013-01-01,2013,1,January,1310,94.879,2194,124.099,3504,218.978,0.0724267175572519,0.0565628988149498,29.22,-2.35,75.19,221.73,0.0039,147,0.597,0.765
RAJKOT NAGARIK SAHAKARI BANK,2013-02-01,2013,2,February,1361,91.108,2199,177.077,3560,268.185,0.0669419544452608,0.0805261482492041,85.969,22.47,88.14,237.13,0.0052,147,0.619,0.515
RAJKOT NAGARIK SAHAKARI BANK,2013-03-01,2013,3,March,1674,112.264,3121,166.112,4795,278.376,0.067063321385902,0.053223966677347,53.848,3.8,18.93,255.18,0.0039,147,0.536,0.676
RAJKOT NAGARIK SAHAKARI BANK,2013-04-01,2013,4,April,1405,96.169,2137,244.569,3542,340.738,0.0684476868327402,0.1144450163781001,148.39999999999998,22.4,80.12,295.77,0.0052,147,0.657,0.393
RAJKOT NAGARIK SAHAKARI BANK,2013-05-01,2013,5,May,1700,112.461,2590,141.74,4290,254.201,0.0661535294117647,0.0547258687258687,29.27900000000001,-25.4,26.06,291.1,0.0039,147,0.656,0.793
RAJKOT NAGARIK SAHAKARI BANK,2013-06-01,2013,6,June,1616,102.539,2773,115.564,4389,218.103,0.0634523514851485,0.0416747205192931,13.024999999999991,-14.2,7.48,271.01,0.0034,147,0.583,0.887
RAJKOT NAGARIK SAHAKARI BANK,2013-07-01,2013,7,July,1671,108.353,3072,131.942,4743,240.295,0.0648432076600837,0.0429498697916666,23.589000000000013,10.18,37.47,237.53,0.0035,147,0.544,0.821
RAJKOT NAGARIK SAHAKARI BANK,2013-08-01,2013,8,August,1538,95.712,3289,150.633,4827,246.34500000000003,0.0622314694408322,0.0457990270598966,54.92100000000001,2.52,59.07,234.91,0.0039,147,0.468,0.635
RAJKOT NAGARIK SAHAKARI BANK,2013-09-01,2013,9,September,1537,98.248,4313,145.059,5850,243.307,0.063921925829538,0.0336329700904243,46.81099999999999,-1.23,51.98,243.32,0.0035,147,0.356,0.677
RAJKOT NAGARIK SAHAKARI BANK,2013-10-01,2013,10,October,2010,193.094,4199,190.48,6209,383.574,0.0960666666666666,0.0453631817099309,-2.6140000000000043,57.65,87.39,291.08,0.005,147,0.479,1.014
RAJKOT NAGARIK SAHAKARI BANK,2013-11-01,2013,11,November,1646,130.261,2800,164.439,4446,294.7,0.0791379100850546,0.0587282142857142,34.178,-23.17,32.77,307.19,0.0044,147,0.588,0.792
RAJKOT NAGARIK SAHAKARI BANK,2013-12-01,2013,12,December,2067,160.391,4123,265.273,6190,425.664,0.0775960328979196,0.0643398011156924,104.88200000000003,44.44,89.82,367.98,0.0054,147,0.501,0.605
RAJKOT NAGARIK SAHAKARI BANK,2014-01-01,2014,1,January,1853,133.042,3743,233.758,5596,366.8,0.0717981651376146,0.0624520438151215,100.716,-13.83,67.51,362.39,0.0047,147,0.495,0.569
RAJKOT NAGARIK SAHAKARI BANK,2014-02-01,2014,2,February,1756,116.168,3952,296.921,5708,413.089,0.0661548974943052,0.0751318319838056,180.753,12.62,54.03,401.85,0.0056,147,0.444,0.391
RAJKOT NAGARIK SAHAKARI BANK,2014-03-01,2014,3,March,2525,169.822,5468,267.283,7993,437.105,0.0672562376237623,0.0488813094367227,97.461,5.81,57.02,405.66,0.0041,147,0.462,0.635
RAJKOT NAGARIK SAHAKARI BANK,2014-04-01,2014,4,April,2026,156.333,3246,204.892,5272,361.225,0.0771633761105626,0.0631213801601971,48.559,-17.36,6.01,403.81,0.0043,147,0.624,0.763
RAJKOT NAGARIK SAHAKARI BANK,2014-05-01,2014,5,May,2575,172.128,4791,237.291,7366,409.419,0.0668458252427184,0.0495284909204758,65.16300000000001,13.34,61.06,402.58,0.0048,147,0.537,0.725
RAJKOT NAGARIK SAHAKARI BANK,2014-06-01,2014,6,June,2454,172.11,3576,236.018,6030,408.128,0.0701344743276283,0.0660005592841163,63.90799999999999,-0.32,87.13,392.92,0.0045,147,0.686,0.729
RAJKOT NAGARIK SAHAKARI BANK,2014-07-01,2014,7,July,2391,169.628,4283,192.549,6674,362.177,0.070944374738603,0.044956572495914,22.92100000000002,-11.26,50.72,393.24,0.004,147,0.558,0.881
RAJKOT NAGARIK SAHAKARI BANK,2014-08-01,2014,8,August,2180,143.431,4818,193.604,6998,337.035,0.0657940366972477,0.0401834786218347,50.173,-6.94,36.81,369.11,0.0037,147,0.452,0.741
RAJKOT NAGARIK SAHAKARI BANK,2014-09-01,2014,9,September,2598,253.988,7545,288.564,10143,542.552,0.0977628945342571,0.0382457256461232,34.57600000000002,60.98,122.99,413.92,0.005,147,0.344,0.88
RAJKOT NAGARIK SAHAKARI BANK,2014-10-01,2014,10,October,2506,229.305,5649,216.348,8155,445.653,0.0915023942537909,0.0382984599044078,-12.956999999999994,-17.86,16.18,441.75,0.0047,147,0.444,1.06
RAJKOT NAGARIK SAHAKARI BANK,2014-11-01,2014,11,November,2588,217.341,4122,333.036,6710,550.377,0.0839802936630602,0.0807947598253275,115.695,23.5,86.76,512.86,0.006,147,0.628,0.653
RAJKOT NAGARIK SAHAKARI BANK,2014-12-01,2014,12,December,3059,322.96,5691,287.644,8750,610.604,0.1055769859431186,0.0505436654366543,-35.315999999999974,10.94,43.45,535.54,0.0055,147,0.538,1.123
RAJKOT NAGARIK SAHAKARI BANK,2015-01-01,2015,1,January,2694,197.748,4549,304.86,7243,502.608,0.073403118040089,0.0670169267970982,107.11200000000002,-17.69,37.03,554.53,0.0049,147,0.592,0.649
RAJKOT NAGARIK SAHAKARI BANK,2015-02-01,2015,2,February,2557,187.364,6280,404.492,8837,591.856,0.0732749315604223,0.0644095541401273,217.128,17.76,43.28,568.36,0.0059,147,0.407,0.463
RAJKOT NAGARIK SAHAKARI BANK,2015-03-01,2015,3,March,3258,227.708,8543,494.98,11801,722.688,0.0698919582565991,0.0579398337820437,267.27200000000005,22.11,65.34,605.72,0.005,147,0.381,0.46
RAJKOT NAGARIK SAHAKARI BANK,2015-04-01,2015,4,April,2712,197.68,5286,308.998,7998,506.678,0.0728908554572271,0.0584559213015512,111.31799999999998,-29.89,40.27,607.07,0.0042,147,0.513,0.64
RAJKOT NAGARIK SAHAKARI BANK,2015-05-01,2015,5,May,2839,224.217,5234,305.936,8073,530.153,0.0789774568510038,0.0584516622086358,81.71899999999997,4.63,29.49,586.51,0.0048,147,0.542,0.733
RAJKOT NAGARIK SAHAKARI BANK,2015-06-01,2015,6,June,2938,202.015,5547,355.513,8485,557.528,0.0687593601089176,0.0640910402019109,153.498,5.16,36.61,531.45,0.0044,147,0.53,0.568
